category,address_raw,address_processed,address_reversed,longitude,latitude
AI-generated Address,"246 Rizal Street, Barangay Balibago, Angeles City","Rizal Street, Barangay Balibago, Angeles City","Rizal Street, Don Pepe Village, Angeles, Central Luzon, 2024, Pilipinas",120.5920996,15.167459
AI-generated Address,"246 Rizal Street, Barangay Balibago, Angeles City","246 Rizal Street, Barangay Balibago, Angeles City","Rizal Street, Don Pepe Village, Angeles, Central Luzon, 2024, Pilipinas",120.5920996,15.167459
AI-generated Address,"145, San Pablo Street, Barangay Poblacion, Makati City","145 San Pablo Street, Poblacion, Makati City","San Pablo Street, Bel-Air Village Phase I and II, Poblacion, District I, Makati, Southern Manila District, Metro Manila, 1210, Pilipinas",121.0318383,14.5670013
AI-generated Address,"1052 España Boulevard, Sampaloc, Manila","1052 España Boulevard, Sampaloc, Manila.","España Boulevard, Sampaloc, Fourth District, Manila, Capital District, Metro Manila, 1015, Pilipinas",120.9880945,14.6053585
AI-generated Address,"43 Kalayaan Ave, Barangay Poblacion, Makati City","43 Kalayaan Avenue, Poblacion, Makati City","Kalayaan Avenue, Bel-Air Village Phase I and II, Poblacion, District I, Makati, Southern Manila District, Metro Manila, 1210, Pilipinas",121.0265841,14.565532
AI-generated Address,"Purok 6, Barangay San Miguel, Tarlac City","Barangay San Miguel, Tarlac City, Philippines","San Miguel, Capehan, Tarlac City, Tarlac, Central Luzon, 2301, Pilipinas",120.5975582,15.43242
AI-generated Address,"Purok 6, Barangay San Miguel, Tarlac City","Barangay San Miguel, Tarlac City","San Miguel, Capehan, Tarlac City, Tarlac, Central Luzon, 2301, Pilipinas",120.5975582,15.43242
AI-generated Address,"123 Maginhawa Street, Teacher's Village East, Quezon City","Maginhawa Street, Teachers Village East, Quezon City","Maginhawa Street, Sikatuna Village, Diliman, 4th District, Quezon City, Eastern Manila District, Metro Manila, 1101, Pilipinas",121.0611054,14.6423794
AI-generated Address,"123 Mabini St., Barangay Poblacion, Makati City","Mabini Street, Poblacion, Makati City.","A. Mabini Street, Poblacion, District I, Makati, Southern Manila District, Metro Manila, 1210, Pilipinas",121.0303442,14.5696341
AI-generated Address,"789 Dela Rosa St., Barangay San Lorenzo, Makati City","Barangay San Lorenzo, Makati City","San Lorenzo Barangay hall, Amorsolo Street, San Lorenzo, District I, Makati, Southern Manila District, Metro Manila, 1223, Pilipinas",121.01825449480717,14.54510955
AI-generated Address,"654 Pedro Gil St., Barangay Santa Ana, Manila","Pedro Gil Street, Barangay Santa Ana, Manila.","Pedro Gil Street, Barangay 876, Santa Ana, Sixth District, Manila, Capital District, Metro Manila, 1009, Pilipinas",121.0120353,14.5813972
AI-generated Address,"124A Rizal Street, Brgy. Bagong Silangan, Quezon City","Rizal Street, Bagong Silangan, Quezon City","J. P. Rizal Street, Kumonoy, Bagong Silangan, 2nd District, Quezon City, Eastern Manila District, Metro Manila, 1119, Pilipinas",121.1059237,14.6994639
AI-generated Address,"654 Taft Ave, Malate, Manila","654 Taft Avenue, Malate, Manila.","Taft Avenue, Barangay 678, Barangay 694, Malate, Fifth District, Manila, Capital District, Metro Manila, 1004, Pilipinas",120.9888493,14.5752385
AI-generated Address,"432 Lopez Jaena St, Iloilo City, Iloilo","432 Lopez Jaena Street, Iloilo City, Iloilo","Lopez Jaena Street, Sambag, Jaro, Iloilo City, Western Visayas, 5000, Pilipinas",122.5392524,10.74226
AI-generated Address,"Unit 601, Magnolia Residences, New Manila, Quezon City","Unit 601, Magnolia Residences, New Manila, Quezon City.","Magnolia Residences, Cubao, 4th District, Quezon City, Eastern Manila District, Metro Manila, Pilipinas",121.03916654287616,14.61430795
AI-generated Address,"4 Narra Street, Barangay San Agustin, Dasmariñas, Cavite","Barangay San Agustin, Dasmariñas, Cavite","San Agustin 2 Barangay Hall, Aguinaldo Highway, San Agustin 2, San Agustin, Dasmariñas, Cavite, Calabarzon, 4114, Pilipinas",120.94649865,14.31403865
AI-generated Address,"14 Mango St., Barangay San Lorenzo, Makati City","Barangay San Lorenzo, Makati City","San Lorenzo Barangay hall, Amorsolo Street, San Lorenzo, District I, Makati, Southern Manila District, Metro Manila, 1223, Pilipinas",121.01825449480717,14.54510955
AI-generated Address,"16 Lantana St., Barangay San Isidro, Makati City","Barangay San Isidro, Makati City","San Isidro Barangay Hall, Guatemala Street, Sitio 7, San Isidro, District I, Makati, Southern Manila District, Metro Manila, 1234, Pilipinas",121.0075119,14.5543461
AI-generated Address,"3 Malvar St., Batangas City, Batangas","Malvar Street, Batangas City, Batangas.","Governor Malvar Street, 2, Santo Tomas, Batangas, Calabarzon, 4234, Pilipinas",121.141058,14.1087922
AI-generated Address,"3 Malvar St., Batangas City, Batangas","3 Malvar Street, Batangas City, Batangas.","Governor Malvar Street, 2, Santo Tomas, Batangas, Calabarzon, 4234, Pilipinas",121.141058,14.1087922
AI-generated Address,"45 Lacson St., Poblacion, Bacolod City","Lacson Street, Poblacion, Bacolod City.","Lacson Street, Barangay 9, Downtown, Bacolod-1, Bacolod, Western Visayas, 6100, Pilipinas",122.9530102,10.6760458
AI-generated Address,"45 Rizal Avenue, Brgy. Poblacion, Makati City","Rizal Avenue, Poblacion, Makati City","Jose P. Rizal Avenue, Bel-Air Village Phase I and II, Poblacion, District I, Makati, Southern Manila District, Metro Manila, 1210, Pilipinas",121.0310891,14.5675641
AI-generated Address,"3661 España Blvd., Barangay 724, Manila","3661 España Boulevard, Barangay 724, Manila.","España Boulevard, Barangay 470, Sampaloc, Fourth District, Manila, Capital District, Metro Manila, 1015, Pilipinas",120.9921078,14.6091733
AI-generated Address,"314 Sampaguita Street, Barangay Poblacion, Davao City","314 Sampaguita St, Brgy. Poblacion, Davao City","Sampaguita Street, Phase 2, 19-B Garcia Heights, Poblacion, Davao City, Davao Region, 8016, Pilipinas",125.6032448,7.1031025
AI-generated Address,"456 Alabang Hills Village, Muntinlupa City","456 Alabang Hills Village, Muntinlupa City","Alabang Hills Village, Muntinlupa, Southern Manila District, Metro Manila, 1789, Pilipinas",121.03270137933303,14.4342821
AI-generated Address,"789 Taft Avenue, Barangay 728, Manila City","Taft Avenue, Barangay, Manila City","Taft Avenue, Barangay 676, Ermita, Fifth District, Manila, Capital District, Metro Manila, 1000, Pilipinas",120.9857687,14.5805951
AI-generated Address,"789 Taft Avenue, Barangay 728, Manila City","Taft Avenue, Barangay 728, Manila City","Taft Avenue, Barangay 728, Malate, Fifth District, Manila, Capital District, Metro Manila, 1004, Pilipinas",120.9947447,14.5636458
AI-generated Address,"672 Dr. A. Santos Ave., Barangay San Dionisio, Paranaque City","Dr. A. Santos Avenue, San Dionisio, Paranaque City","SM City Sucat Main Building, Doctor A. Santos Avenue, Cooperative Village, San Dionisio, Parañaque, Southern Manila District, Metro Manila, 1700, Pilipinas",120.99352928893862,14.4829136
AI-generated Address,"890 Amalfi Oasis, Cebu City","Amalfi Oasis, Cebu City","Amalfi at City di Mare, Cebu City, Central Visayas, 6000, Pilipinas",123.8755777094514,10.26738475
AI-generated Address,"123 Dapitan St., Santa Mesa Heights, Quezon City, Metro Manila","Santa Mesa Heights, Quezon City, Metro Manila","Santa Mesa Heights, 1st District, Quezon City, Eastern Manila District, Metro Manila, Pilipinas",121.0003206,14.6289488
AI-generated Address,"123 Quirino Highway, Barangay San Bartolome, Quezon City","Quirino Highway, San Bartolome, Quezon City","Quirino Highway, San Bartolome, 5th District, Quezon City, Eastern Manila District, Metro Manila, 1116, Pilipinas",121.0387581,14.7071917
AI-generated Address,"23 Roxas St., Brgy. Poblacion, Davao City, Philippines","Roxas Street, Barangay Poblacion, Davao City, Philippines.","Roxas Street, Busilak, Magugpo Poblacion, Tagum, Davao del Norte, Davao Region, 8100, Pilipinas",125.8035592,7.4498391
AI-generated Address,"22 Maginhawa Street, Barangay UP Village, Quezon City","Maginhawa Street, UP Village, Quezon City","Maginhawa Street, UP Village, Diliman, 4th District, Quezon City, Eastern Manila District, Metro Manila, 1101, Pilipinas",121.0566933,14.6505381
AI-generated Address,"44 Rosal St., Dolores, City of San Fernando, Pampanga","44 Rosal Street, Dolores, City of San Fernando, Pampanga.","Rosal Street, Dolores Homesite, Plantation Royale, San Fernando, Pampanga, Central Luzon, 2000, Pilipinas",120.6752274,15.0406654
AI-generated Address,"44 Rosal St., Dolores, City of San Fernando, Pampanga","44 Rosal Street, Dolores, San Fernando, Pampanga","Rosal Street, Dolores Homesite, Plantation Royale, San Fernando, Pampanga, Central Luzon, 2000, Pilipinas",120.6752274,15.0406654
AI-generated Address,"120 Alabang Zapote Road, Almanza Uno, Las Piñas City","Alabang Zapote Road, Almanza Uno, Las Piñas City","Las Pinas City Social Hygiene Clinic, Alabang-Zapote Road, Castillo Park Subdivision, Almanza Uno, Las Piñas, 2nd District, Southern Manila District, Metro Manila, 1750, Pilipinas",121.0134202,14.4332939
AI-generated Address,"101 Paseo de Roxas, Barangay San Lorenzo, Makati City","Paseo de Roxas, San Lorenzo, Makati City","Paseo de Roxas, Legazpi, San Lorenzo, District I, Makati, Southern Manila District, Metro Manila, 1226, Pilipinas",121.0208196,14.5562348
AI-generated Address,"Lot 3, Blk 7, Camia Street, Barangay Davao, Davao City","Camia Street, Barangay Davao, Davao City.","Camia Street, Ultra Homes, 75-A Matina Aplaya, Talomo District, Davao City, Davao Region, 8021, Pilipinas",125.5647797,7.0505425
AI-generated Address,"123 J.P. Rizal St., Barangay Poblacion, Makati City, Metro Manila","J.P. Rizal Street, Poblacion, Makati City, Metro Manila","Jose P. Rizal Avenue, Bel-Air Village Phase I and II, Poblacion, District I, Makati, Southern Manila District, Metro Manila, 1210, Pilipinas",121.0310891,14.5675641
AI-generated Address,"Lot 789, Pinecrest Subdivision, Barangay San Antonio, Quezon City","Barangay San Antonio, Quezon City","San Antonio Barangay Hall, 323, Fernando Poe Jr. Avenue, San Antonio, San Francisco del Monte, 1st District, Quezon City, Eastern Manila District, Metro Manila, 1105, Pilipinas",121.01876486957002,14.654558
AI-generated Address,"24 Dela Rosa Street, Barangay San Lorenzo, Makati City","24 Dela Rosa Street, San Lorenzo, Makati City","Dela Rosa Street, Legazpi, San Lorenzo, District I, Makati, Southern Manila District, Metro Manila, 1229, Pilipinas",121.015443,14.5588111
AI-generated Address,"25 Mabini St., Barangay Poblacion, Makati City","Mabini Street, Poblacion, Makati City","A. Mabini Street, Poblacion, District I, Makati, Southern Manila District, Metro Manila, 1210, Pilipinas",121.0303442,14.5696341
AI-generated Address,"11 Jasmine Street, Barangay Magallanes, Makati City","Barangay Magallanes, Makati City","Magallanes Village Barangay Hall, Santiago Street, Ecology Village San EDSA Sector, Magallanes, District I, Makati, Southern Manila District, Metro Manila, 1232, Pilipinas",121.01629575,14.5393362
AI-generated Address,"Unit 301, Greenbelt Excelsior, Legazpi Street, Barangay Legazpi Village, Makati City","Greenbelt Excelsior, Legazpi Street, Legazpi Village, Makati City","Greenbelt Excelsior, Castro Street, Legazpi, San Lorenzo, District I, Makati, Southern Manila District, Metro Manila, 1229, Pilipinas",121.0190888496465,14.55577895
AI-generated Address,"789 Taft Avenue, Barangay 728, Manila City","789 Taft Avenue, Barangay, Manila City","Taft Avenue, Barangay 676, Ermita, Fifth District, Manila, Capital District, Metro Manila, 1000, Pilipinas",120.9857687,14.5805951
AI-generated Address,"2324 Bonifacio Global City, Barangay Fort Bonifacio, Taguig City, Philippines","Bonifacio Global City, Fort Bonifacio, Taguig City, Philippines","Fully Booked, B6, Bonifacio High Street, Fort Bonifacio, Taguig, Southern Manila District, Metro Manila, 1635, Pilipinas",121.0527688,14.5496723
AI-generated Address,"890 Amalfi Oasis, Cebu City","Amalfi Oasis, Cebu City.","Amalfi at City di Mare, Cebu City, Central Visayas, 6000, Pilipinas",123.8755777094514,10.26738475
AI-generated Address,"Lot 5, San Antonio Homes, Brgy. San Jose, Antipolo City","San Jose, Antipolo City","Antipolo City Jail, Senator L. Sumulong Memorial Circle, Dalisay, San Jose, Antipolo, Rizal, Calabarzon, 1870, Pilipinas",121.1819418,14.5854953
AI-generated Address,"123 Dapitan St., Santa Mesa Heights, Quezon City, Metro Manila","123 Dapitan Street, Santa Mesa Heights, Quezon City, Metro Manila.","Dapitan Street, Santa Teresita, Santa Mesa Heights, 1st District, Quezon City, Eastern Manila District, Metro Manila, 1114, Pilipinas",121.0002801,14.6223082
AI-generated Address,"23 Roxas St., Brgy. Poblacion, Davao City, Philippines","Roxas Street, Poblacion, Davao City, Philippines","Roxas Street, Busilak, Magugpo Poblacion, Tagum, Davao del Norte, Davao Region, 8100, Pilipinas",125.8035592,7.4498391
AI-generated Address,"23 Roxas St., Brgy. Poblacion, Davao City, Philippines","23 Roxas Street, Barangay Poblacion, Davao City, Philippines.","Roxas Street, Busilak, Magugpo Poblacion, Tagum, Davao del Norte, Davao Region, 8100, Pilipinas",125.8035592,7.4498391
AI-generated Address,"44 Rosal St., Dolores, City of San Fernando, Pampanga","Rosal Street, Dolores, San Fernando, Pampanga","Rosal Street, Dolores Homesite, Plantation Royale, San Fernando, Pampanga, Central Luzon, 2000, Pilipinas",120.6752274,15.0406654
AI-generated Address,"120 Alabang Zapote Road, Almanza Uno, Las Piñas City","Alabang-Zapote Road, Almanza Uno, Las Piñas City","Las Pinas City Social Hygiene Clinic, Alabang-Zapote Road, Castillo Park Subdivision, Almanza Uno, Las Piñas, 2nd District, Southern Manila District, Metro Manila, 1750, Pilipinas",121.0134202,14.4332939
AI-generated Address,"890 Coconut Lane, Barangay Marfori, Davao City","Barangay Marfori, Davao City","Davao City Water District Office, Father Selga Street, Madapo Hills, Barangay 8-A, Poblacion, Davao City, Davao Region, 8000, Pilipinas",125.5958431,7.076209
AI-generated Address,"456 Aurora St., Barangay Bagong Ilog, Pasig City","Barangay Bagong Ilog, Pasig City","Bahay Pamahalaan ng Barangay Bagong Ilog, Sergeant Pascua Street, Green Valley Subdivision, Bagong Ilog, Pasig, Eastern Manila District, Metro Manila, 1600, Pilipinas",121.07110961112016,14.56461215
AI-generated Address,"Barangay Magallanes, Makati City","Barangay Magallanes, Makati City, Philippines","Magallanes Village Barangay Hall, Santiago Street, Ecology Village San EDSA Sector, Magallanes, District I, Makati, Southern Manila District, Metro Manila, 1232, Pilipinas",121.01629575,14.5393362
AI-generated Address,"123 J.P. Rizal St., Barangay Poblacion, Makati City, Metro Manila","J.P. Rizal Street, Poblacion, Makati City, Metro Manila.","Jose P. Rizal Avenue, Bel-Air Village Phase I and II, Poblacion, District I, Makati, Southern Manila District, Metro Manila, 1210, Pilipinas",121.0310891,14.5675641
AI-generated Address,"#156 J. P. Rizal St., Barangay Poblacion, Makati City","J. P. Rizal Street, Poblacion, Makati City","Jose P. Rizal Avenue, Bel-Air Village Phase I and II, Poblacion, District I, Makati, Southern Manila District, Metro Manila, 1210, Pilipinas",121.0319652,14.5674146
AI-generated Address,"Block 2 Lot 7 Bayview Homes, Barangay San Jose, Navotas City","Barangay San Jose, Navotas City.","San Jose Barangay Hall, Governor A. Pascual Street, Sipac-Almacen, Navotas, Northern Manila District, Metro Manila, 1485, Pilipinas",120.94179104483472,14.66446065
AI-generated Address,"Lot 22, San Rafael Subdivision, Barangay San Vicente, San Pedro City","Barangay San Vicente, San Pedro City, Philippines.","San Vicente Barangay Hall, San Vicente Road, Maharlika, San Vicente, Sitio Maharlika, San Pedro, Laguna, Calabarzon, 4023, Pilipinas",121.0480344,14.3569107
AI-generated Address,"Lot 8, Block 3, Pilar Village, Las Piñas City","Pilar Village, Las Piñas City.","Seventh-Day Adventist Church of Las Piñas City, 1, Mercury Street, Pilar Village Phase 4, Pilar, 2nd District, Southern Manila District, Metro Manila, 1750, Pilipinas",121.01055016442643,14.41754225
AI-generated Address,"Block 5 Lot 12 Mahogany St., Barangay Santa Cruz, Laguna","Mahogany Street, Santa Cruz, Laguna","Mahogany Street, Montserrat Subdivision, Santo Angel Sur, Santa Cruz, Laguna, Calabarzon, 4009, Pilipinas",121.4106968,14.2806724
AI-generated Address,"Unit 2002 Sun Residences, Welcome Rotonda, Quezon City","Sun Residences, Welcome Rotonda, Quezon City","Sun Residences Tower 2, Mabuhay Rotonda, Santa Teresita, Santa Mesa Heights, 1st District, Quezon City, Eastern Manila District, Metro Manila, 1114, Pilipinas",121.0010579308282,14.6179072
AI-generated Address,"3F Paseo Center, 8757 Paseo de Roxas, Makati City","Paseo Center, Paseo de Roxas, Makati City","Bacolod Chicken Inasal, 8757, Paseo de Roxas, Salcedo, Bel-Air, District I, Makati, Southern Manila District, Metro Manila, 1226, Pilipinas",121.0229778,14.5576129
AI-generated Address,"3F Paseo Center, 8757 Paseo de Roxas, Makati City","Paseo Center, Paseo de Roxas, Makati City.","Bacolod Chicken Inasal, 8757, Paseo de Roxas, Salcedo, Bel-Air, District I, Makati, Southern Manila District, Metro Manila, 1226, Pilipinas",121.0229778,14.5576129
AI-generated Address,"Unit 402, Tower 1, The Residences at Greenbelt, Legazpi Village, Makati City","The Residences at Greenbelt, Legazpi Village, Makati City","7-Eleven, A. Arnaiz Avenue, Legazpi, San Lorenzo, District I, Makati, Southern Manila District, Metro Manila, 1229, Pilipinas",121.020409,14.551089
AI-generated Address,"12 Alabang Hills Village, Muntinlupa City","Alabang Hills Village, Muntinlupa City","Alabang Hills Village, Muntinlupa, Southern Manila District, Metro Manila, 1789, Pilipinas",121.03270137933303,14.4342821
AI-generated Address,"Unit 302, Avida Towers, Madrigal Business Park, Muntinlupa City","Avida Towers, Madrigal Business Park, Muntinlupa City","Avida Towers Alabang, Alabang-Zapote Service Road, Ayala Alabang, Muntinlupa, Southern Manila District, Metro Manila, 1780, Pilipinas",121.02663117764573,14.42728215
AI-generated Address,"Lot 5, Block 12, Phase 3, Dasmarinas Village, Makati City","Phase 3, Dasmarinas Village, Makati City","Dasmariñas Village, District I, Makati, Southern Manila District, Metro Manila, Pilipinas",121.02619788147592,14.54076535
AI-generated Address,"Lot 5, Block 12, Phase 3, Dasmarinas Village, Makati City","Dasmarinas Village, Makati City","Dasmariñas Village, District I, Makati, Southern Manila District, Metro Manila, Pilipinas",121.02619788147592,14.54076535
AI-generated Address,"Lot 5, Block 12, Phase 3, Dasmarinas Village, Makati City","Dasmarinas Village, Makati City.","Dasmariñas Village, District I, Makati, Southern Manila District, Metro Manila, Pilipinas",121.02619788147592,14.54076535
AI-generated Address,"125 Main Street, Barangay Holy Spirit, Quezon City","Barangay Holy Spirit, Quezon City","Barangay (Holy Spirit) Health Center, Faustino Street, Holy Spirit, 2nd District, Quezon City, Eastern Manila District, Metro Manila, 1127, Pilipinas",121.07660848454384,14.683842899999998
AI-generated Address,"Lot 5 Block 2 Acacia Avenue, Ayala Alabang Village, Muntinlupa City","Acacia Avenue, Ayala Alabang Village, Muntinlupa City","Acacia Avenue, Ayala Alabang, Muntinlupa, Southern Manila District, Metro Manila, 1780, Pilipinas",121.0143385,14.4068049
AI-generated Address,"Lot 5 Block 2 Acacia Avenue, Ayala Alabang Village, Muntinlupa City","Acacia Avenue, Ayala Alabang Village, Muntinlupa City.","Acacia Avenue, Ayala Alabang, Muntinlupa, Southern Manila District, Metro Manila, 1780, Pilipinas",121.0143385,14.4068049
AI-generated Address,"Blk 7 Lot 25, Phase 2, Camella Homes, Barangay San Nicolas, Bacoor City","Phase 2, Camella Homes, San Nicolas, Bacoor City","Senior High School in San Nicholas III - Bacoor City, Diamond Street, Molino VII, San Nicolas III, Molino, Bacoor, Cavite, Calabarzon, 4102, Pilipinas",120.993029425,14.40729565
AI-generated Address,"Lot 5, Block 10, Dasmariñas Village, Barangay Dasmariñas, Makati City","Dasmariñas Village, Barangay Dasmariñas, Makati City","Dasmariñas Village Pavilion, 1419, Campanilla Street, Bougainvilla Place, Dasmariñas Village, District I, Makati, Southern Manila District, Metro Manila, 1231, Pilipinas",121.0303769,14.537293
AI-generated Address,"Lot 5, Block 10, Dasmariñas Village, Barangay Dasmariñas, Makati City","Dasmariñas Village, Dasmariñas, Makati City","Dasmariñas Village Basketball Court, Calumpang Street, Dasmariñas Village, District I, Makati, Southern Manila District, Metro Manila, 1222, Pilipinas",121.029976722985,14.5371293
AI-generated Address,"234 Dr. A. Santos Avenue, Barangay BF Homes, Parañaque City","Dr. A. Santos Avenue, BF Homes, Parañaque City","Doctor A. Santos Avenue, Water Fun Condominium, Sucat, Muntinlupa, Southern Manila District, Metro Manila, 1719, Pilipinas",121.045509,14.4536543
AI-generated Address,"654 Aguirre Avenue, Barangay BF Homes, Parañaque City","Aguirre Avenue, BF Homes, Parañaque City","Bridges of Hope Rehabilitation Center - Parañaque City, 364, Aguirre Avenue, BF Homes Phase 3, BF Homes, Parañaque, Southern Manila District, Metro Manila, 1700, Pilipinas",121.00570974656743,14.4567976
AI-generated Address,"654 Aguirre Avenue, Barangay BF Homes, Parañaque City","654 Aguirre Avenue, BF Homes, Parañaque City","Bridges of Hope Rehabilitation Center - Parañaque City, 364, Aguirre Avenue, BF Homes Phase 3, BF Homes, Parañaque, Southern Manila District, Metro Manila, 1700, Pilipinas",121.00570974656743,14.4567976
AI-generated Address,"678 Park Avenue, Barangay San Lorenzo, Makati City","Barangay San Lorenzo, Makati City","San Lorenzo Barangay hall, Amorsolo Street, San Lorenzo, District I, Makati, Southern Manila District, Metro Manila, 1223, Pilipinas",121.01825449480717,14.54510955
AI-generated Address,"Lot 5, Block 7, Phase 4, Town and Country Southville, Biñan, Laguna","Town and Country Southville, Biñan, Laguna","Town and Country Southville, Albania Street, Town & Country Southville, Biñan, Laguna, Calabarzon, 4024, Pilipinas",121.0720382,14.310054
AI-generated Address,"Lot 5, Block 7, Phase 4, Town and Country Southville, Biñan, Laguna","Town and Country Southville, Biñan, Laguna.","Town and Country Southville, Albania Street, Town & Country Southville, Biñan, Laguna, Calabarzon, 4024, Pilipinas",121.0720382,14.310054
AI-generated Address,"Block 5 Lot 10, Phase 1, BF Homes, Parañaque City","BF Homes, Parañaque City","NISSAN PARAÑAQUE CITY, Doctor A. Santos Avenue, Saint Rita Village, BF Homes, Parañaque, Southern Manila District, Metro Manila, 1700, Pilipinas",121.02940398270404,14.4595635
AI-generated Address,"45 Roxas Ave., Barangay Poblacion, Davao City","Roxas Avenue, Poblacion, Davao City","M. Roxas Avenue, Barangay 32-D, Poblacion, Davao City, Davao Region, 8000, Pilipinas",125.6167259,7.0667363
AI-generated Address,"45 Roxas Ave., Barangay Poblacion, Davao City","45 Roxas Avenue, Barangay Poblacion, Davao City","M. Roxas Avenue, Barangay 32-D, Poblacion, Davao City, Davao Region, 8000, Pilipinas",125.6167259,7.0667363
AI-generated Address,"45 Roxas Ave., Barangay Poblacion, Davao City","Roxas Avenue, Barangay Poblacion, Davao City","M. Roxas Avenue, Barangay 32-D, Poblacion, Davao City, Davao Region, 8000, Pilipinas",125.6167259,7.0667363
AI-generated Address,"999 Davao Street, Barangay Bucana, Davao City","Davao Street, Barangay Bucana, Davao City","Davao City Public Safety Command Center, Aquino Street, Robillo Compound, 76-A Bucana, Davao City, Davao Region, 8000, Pilipinas",125.5993862038693,7.0571149
AI-generated Address,"999 Davao Street, Barangay Bucana, Davao City","999 Davao Street, Barangay Bucana, Davao City","Davao City Public Safety Command Center, Aquino Street, Robillo Compound, 76-A Bucana, Davao City, Davao Region, 8000, Pilipinas",125.5993862038693,7.0571149
AI-generated Address,"999 Davao Street, Barangay Bucana, Davao City","999 Davao Street, Brgy. Bucana, Davao City","Davao City Public Safety Command Center, Aquino Street, Robillo Compound, 76-A Bucana, Davao City, Davao Region, 8000, Pilipinas",125.5993862038693,7.0571149
AI-generated Address,"987 Tomas Morato Ave, Barangay South Triangle, Quezon City","987 Tomas Morato Avenue, South Triangle, Quezon City","Tomas Morato Avenue, South Triangle, Scout Area, 4th District, Quezon City, Eastern Manila District, Metro Manila, 1103, Pilipinas",121.0354928,14.6352414
AI-generated Address,"555 Acacia Lane, Barangay Alabang, Muntinlupa City","Barangay Alabang, Muntinlupa City, Philippines.","Alabang Barangay Hall, Montillano Street, Bunye Compound, Alabang, Muntinlupa, Southern Manila District, Metro Manila, 1781, Pilipinas",121.0446729,14.41903915
AI-generated Address,"45 Roxas Ave., Barangay Poblacion, Davao City","45 Roxas Avenue, Poblacion, Davao City","M. Roxas Avenue, Barangay 32-D, Poblacion, Davao City, Davao Region, 8000, Pilipinas",125.6167259,7.0667363
AI-generated Address,"456 Mindanao Avenue, Barangay Bagong Pag-asa, Quezon City","456 Mindanao Avenue, Bagong Pag-asa, Quezon City","Mindanao Avenue, Bagong Pag-asa, Bago Bantay, 1st District, Quezon City, Eastern Manila District, Metro Manila, 1100, Pilipinas",121.0357794,14.6577015
AI-generated Address,"999 Davao Street, Barangay Bucana, Davao City","999 Davao Street, Barangay Bucana, Davao City.","Davao City Public Safety Command Center, Aquino Street, Robillo Compound, 76-A Bucana, Davao City, Davao Region, 8000, Pilipinas",125.5993862038693,7.0571149
AI-generated Address,"Lot 10 Block 3, Tandang Sora St., Barangay Commonwealth, Quezon City","Barangay Commonwealth, Quezon City, Philippines","Commonwealth Barangay Day Care Center, Payatas Road, Payatas, 2nd District, Quezon City, Eastern Manila District, Metro Manila, 1121, Pilipinas",121.08946337439252,14.7020868
AI-generated Address,"999 Davao Street, Barangay Bucana, Davao City","Davao Street, Barangay Bucana, Davao City.","Davao City Public Safety Command Center, Aquino Street, Robillo Compound, 76-A Bucana, Davao City, Davao Region, 8000, Pilipinas",125.5993862038693,7.0571149
AI-generated Address,"999 Davao Street, Barangay Bucana, Davao City","999 Davao Street, Brgy. Bucana, Davao City.","Davao City Public Safety Command Center, Aquino Street, Robillo Compound, 76-A Bucana, Davao City, Davao Region, 8000, Pilipinas",125.5993862038693,7.0571149
SM malls the Philippines,SM City Pampanga,SM City Pampanga,"SM City Pampanga, San Diego Street, Beverly Place, Lagundi, Pampanga, Central Luzon, 2015, Pilipinas",120.69785754429364,15.05364845
SM malls the Philippines,SM City Clark,SM City Clark,"SM City Clark, Angeles, Central Luzon, Pilipinas",120.58017228764754,15.16884085
SM malls the Philippines,SM Megamall,SM Megamall,"SM Megamall, Garden Way, Wack-Wack Greenhills, Mandaluyong, Eastern Manila District, Metro Manila, 1555, Pilipinas",121.05688311154368,14.5847281
SM malls the Philippines,SM Mall of Asia,SM Mall of Asia,"SM Mall of Asia, Seaside Boulevard, Barangay 76, Zone 10, District 1, Pasay, Southern Manila District, Metro Manila, 1300, Pilipinas",120.98159848166422,14.53520885
SM malls the Philippines,SM Lanang Premier,SM Lanang Premier,"SM Lanang Premier, J. P. Laurel Avenue, Davao Park District, San Antonio, Agdao District, Davao City, Davao Region, 8000, Pilipinas",125.6310312443192,7.0990915
SM malls the Philippines,SM City Mall Tarlac,SM City Mall Tarlac,"SM City Tarlac, MacArthur Highway, Lazatin Subdivision, Tarlac City, Tarlac, Central Luzon, 2300, Pilipinas",120.594519453478,15.477540650000002
SM malls the Philippines,SM City Manila,SM City Manila,"SM City Manila, A. Villegas Street, 659, Ermita, Fifth District, Manila, Capital District, Metro Manila, 1000, Pilipinas",120.98311560274628,14.5897886
SM malls the Philippines,SM City Bacolod,SM City Bacolod,"SM City Bacolod, Bacolod, Western Visayas, Pilipinas",122.94435942609356,10.67221445
SM malls the Philippines,SM Aura Premier,SM Aura Premier,"SM Aura Premier, McKinley Parkway, Fort Bonifacio, Taguig, Southern Manila District, Metro Manila, 1635, Pilipinas",121.05400364248976,14.54603955
SM malls the Philippines,SM City Cebu,SM City Cebu,"SM City Cebu, Juan Luna Avenue, Carreta, Cebu City, Central Visayas, 6000, Pilipinas",123.91863679328657,10.3117049
SM malls the Philippines,SM North EDSA,SM North EDSA,"SM North Edsa, Bago Bantay, 1st District, Quezon City, Eastern Manila District, Metro Manila, Pilipinas",121.03132311682958,14.65709255
